username,orig_sentence,cleaned_sentence,category,sub-category
tweets_jackey746,"Good to see people are aware of this news 
Not good for our people 
#KapilExposesKejriwal",good see people aware news not good people,positive,
tweets_Navyaa_a0315,Pay attention to this...I think this is the best news that you are waiting for the whole day #KapilExposesKejriwal,pay attention thisi think best news wait whole day,positive,
tweets_TeluguDhanush,"#KapilExposesKejriwal
Very good work Kapil ji.. we need like your persons now",good work kapil ji need like person,positive,
tweets_ts_Shreya,"We all should speak about this..
#KapilExposesKejriwal",speak,positive,
tweets_Jasmeen6395,"One of the most bravery Act
All are our body ke liye me apka dhniyabad krta hu now 

#KapilExposesKejriwal",bravery act body ke liye apka dhniyabad krta hu,positive,criticism
tweets_NairaSharma_,Kapil ji done very good job i really appreciate for this #KapilExposesKejriwal,kapil ji good job really appreciate,positive,
tweets_BheemlaNayaka,"this news is sensationing  today because. it is the trending 
#KapilExposesKejriwal",news sensationing today trend,positive,
tweets_abhishek88740,"All the scams are out now

#KapilExposesKejriwal",scam,positive,
tweets____RAkki,"This is really a huge issue.. should be known by everyone..
#KapilExposesKejriwal",really huge issue know everyone,positive,
tweets_NannaJi8,"We like the best CM bulldozer Baba Yogi Adityanath ji, who protects a good Hindu, salute to such a CM.
 #KapilExposesKejriwal",like best cm bulldozer baba yogi adityanath ji protect good hindu salute cm,positive,
tweets_TarakRajesh9,"This could be the path changer in today's society 

#KapilExposesKejriwal",could path changer today society,positive,
tweets_Umakuma50845437,"A big news exposed by Kapil Mishra here we are with you kapil ji go ahead it's a big 
#KapilExposesKejriwal",big news expose kapil mishra kapil ji go ahead big,positive,
tweets__1Sakshi,Great news is that #KapilExposesKejriwal and we are totally supporting this.,great news totally support,positive,
tweets_Manjusomya1,"The way they are telling about cm kejriwal is complete truth promise.
#KapilExposesKejriwal",way tell cm kejriwal complete truth promise,positive,
tweets_Mohit__49,"I'm glad he exposed him and how
#KapilExposesKejriwal",im glad expose,positive,
tweets_VinaySi6794,It is a very good thing that Kejriwal's secret is slowly getting exposed. These people are trying to cheat the country #KapilExposesKejriwal,good thing kejriwals secret slowly get expose people try cheat country,positive,
tweets_Suruchika7,"This is something new and interesting news
Nothing is being known about what the Delhi government Kejriwal is doing.  
#KapilExposesKejriwal",something new interesting news nothing know delhi government kejriwal,positive,
tweets__Rudra1,Another day another great news is here for all thanks for this brilliant news #KapilExposesKejriwal,another day another great news thanks brilliant news,positive,
tweets_DiyaaSnx313,Individuals were truly sitting tight for this extraordinary news and it is finally here..they will cherish this for sure #KapilExposesKejriwal,individual truly sit tight extraordinary news finally herethey cherish sure,positive,
tweets_Shubh__49,"I'm glad he came forward and exposed him
#KapilExposesKejriwal",im glad come forward expose,positive,
tweets_Jethalal_Gada_2,"It's going to be very interesting... I'm very excited for this.. Kejriwal's truth will come in front of everyone 
#KapilExposesKejriwal",go interesting im excite kejriwals truth come front everyone,positive,
tweets_RaviYad_,"New school, a new college, a single new hospital, a new stadium, a new flyover, which was laid during his government and inaugurated under his government.
 #KapilExposesKejriwal",new school new college single new hospital new stadium new flyover laid government inaugurate government,positive,
tweets_TarakRajesh9,"One of the most bravery Act
All are out now 

#KapilExposesKejriwal",bravery act,positive,
tweets_LipLap8840,"Kapil Mishra ji is doing a very good job who is bringing the wrongdoers of Kejriwal's fellow exploits to the fore.
#KapilExposesKejriwal",kapil mishra ji good job bring wrongdoer kejriwals fellow exploit fore,positive,
tweets_Shiv_Nash_,A big thanks for exposing him aise hi expose karna chahiye #KapilExposesKejriwal,big thanks expose aise hi expose karna chahiye,positive,
tweets_WataneUjwala,"#KapilExposesKejriwal
God is not formless. He is in form.
According to the holy Bible.
Must Watch Sadhna TV at 7 30 pm
Visit SA News Channel ???�.
#UntoldTruthOfJesus",god not formless form accord holy bible must watch sadhna tv 7 30 pm visit sa news channel,positive,
tweets_ujjupatil1,"#KapilExposesKejriwal
God is not formless. He is in form.
According to the holy Bible.
Must Watch Sadhna TV at 7 30 pm
Visit SA News Channel ???�.
#UntoldTruthOfJesus",god not formless form accord holy bible must watch sadhna tv 7 30 pm visit sa news channel,positive,
tweets_Mitagrn,"The #HalfWayHome, Narsinghgarh, #WestTripura run by the #SW&amp;SE is going to be #inaugurated by the C.M of Tripura on 12.09.2022 without allowing the employees employed by the #Uutsourcing company to join the work.

#KapilExposesKejriwal, #JanaSpandana, #Chinmayi, #PradyotManikya https://t.co/dVfbar5ukg",narsinghgarh run go cm tripura 12092022 without allow employee employ company join work,positive,
tweets_PrishaDassi,"#KapilExposesKejriwal
God is not formless. He is in form.
According to the holy Bible.
Must Watch Sadhna TV at 7 30 pm
Visit SA News Channel ???�.
#UntoldTruthOfJesus
https://t.co/LDqsNhmxAz",god not formless form accord holy bible must watch sadhna tv 7 30 pm visit sa news channel,positive,
tweets_CitiesTrends,"Currently trending in #Allahabad: 1. #KapilExposesKejriwal (27170),2. #BoycottMarriage (10312),3. Fun Loving Sushant (13847),4. PRATIK DEBUT AS RUDRA (41969) https://t.co/ZdrzzSyquT",currently trend 1 271702 103123 fun love sushant 138474 pratik debut rudra 41969,positive,
tweets_CitiesTrends,"Currently trending in #Allahabad: 1. #kapilexposeskejriwal (25727),2. prathna era begins (35472),3. MVARMY FOCUS ON VICTORY (48647),4. Rahul Gandhi (101895) https://t.co/6Ch6XW4gQV",currently trend 1 257272 prathna era begin 354723 mvarmy focus victory 486474 rahul gandhi 101895,positive,
tweets_CitiesTrends,"Currently trending in #Allahabad: 1. #kapilexposeskejriwal (25727),2. prathna era begins (35472),3. MVARMY FOCUS ON VICTORY (48647),4. Rahul Gandhi (101895) https://t.co/0cqfnB6rjd",currently trend 1 257272 prathna era begin 354723 mvarmy focus victory 486474 rahul gandhi 101895,positive,
tweets_RitaSinghal6,"#KapilExposesKejriwal
Retweet And Maximum Tweet 

#KapilExposesKejriwal https://t.co/fdqLmqvYg0",retweet maximum tweet,positive,
tweets_sanatani_sherrr,"#KapilExposesKejriwal
RETWEET???�???? https://t.co/LdN4J4bNlB",retweet,positive,
tweets_KapilMishra_IND,"Look at the crowd and response in Ahmedabad, Gujarat 
#KapilExposesKejriwal 
 https://t.co/VUEwVvlo3v",look crowd response ahmedabad gujarat,positive,
tweets_copper_fitting,"follow the below link
https://t.co/Vi0yhxI3wv
https://t.co/zCvpv4is4p
https://t.co/sBIPKjRYBM
#RSWSOnVoot #TelanganaWithYSSharmila #DhokhaRoundDCornerTrailer #KapilExposesKejriwal #JanaSpandana #BoxOffice #T20WorldCup2022 https://t.co/bUZkFRMG16",follow link,positive,
tweets_KanchanSales,"follow the below link
https://t.co/7ZxikH2eSX
https://t.co/STmDr4ZG9T
https://t.co/9lN42fzonT
#RSWSOnVoot #TelanganaWithYSSharmila #DhokhaRoundDCornerTrailer #KapilExposesKejriwal #JanaSpandana #BoxOffice #T20WorldCup2022 https://t.co/5ut3NM3Aoi",follow link,positive,
tweets_Manibhadraf,"follow the below link
https://t.co/F4yhEMAWVP
https://t.co/yDK6aJqcdQ
https://t.co/RmyQMYXwMS
#RSWSOnVoot #TelanganaWithYSSharmila #DhokhaRoundDCornerTrailer #KapilExposesKejriwal #JanaSpandana #BoxOffice #T20WorldCup2022 https://t.co/I6bQJbbGXF",follow link,positive,
tweets_MedicalPipelin2,"refer to the below link.
https://t.co/JYUnNXjoS5
https://t.co/JMS0yWjRlZ
https://t.co/4tzC01v89T
#RSWSOnVoot #TelanganaWithYSSharmila #DhokhaRoundDCornerTrailer #KapilExposesKejriwal #JanaSpandana #BoxOffice #T20WorldCup2022 https://t.co/LOGuozr7Qz",refer link,positive,
tweets_Real__Avinash,"@KapilMishra_IND 
#KapilExposesKejriwal Gujarat model means country's most beautiful river front and Delhi model means country's most polluted river.......",gujarat model mean countrys beautiful river front delhi model mean countrys pollute river,positive,
tweets_PoojaAg08708955,"Shri Amit Shah visited the #TanotMata temple located on the Indo-Pak border, the history of this temple of Goddess is of unique miracles, where the fireballs fired by Pak also proved ineffective. HM met with BSF jawans and encouraged him. 
 #Jesus #Shakti
 #KapilExposesKejriwal https://t.co/8zouLPUkzH",shri amit shah visit temple locate indopak border history temple goddess unique miracle fireball fire pak also prove ineffective hm meet bsf jawan encourage,positive,
tweets_Myloginsite,"https://t.co/3JTYkkMxZa Login @ Mobile Account- All Essential Info
https://t.co/fSD0ecym5C
#TelanganaWithYSSharmila
#DhokhaRoundDCornerTrailer
#RSWSOnVoot
#KapilExposesKejriwal 
#JanaSpandana
#JesusChrist 
 #MyboostercomPokemon, #MyboostercomPrizes, #MyboostercomVideos2022",login mobile account essential info,positive,
tweets_shoopwithme,"Shop here https://t.co/jWMmLn8oPR

#JUNGKOOKDAY #KapilExposesKejriwal #LUNC https://t.co/ZIPGmnp5nz",shop,positive,
tweets_Myloginsite,"Pure Romance Login @ Consultant, Products- All Useful Info
https://t.co/hfDRBrc4V9
#TelanganaWithYSSharmila
#DhokhaRoundDCornerTrailer
#RSWSOnVoot
#KapilExposesKejriwal 
#JanaSpandana
#Jesus
#PureRomanceCatalogue, #PureRomanceConsultantLogin, #PureRomanceCoo,",pure romance login consultant product useful info,positive,
tweets_Sarcast64325713,"double the book, not alcohol 
#KapilExposesKejriwal https://t.co/pXEXQekfVK",double book not alcohol,positive,
tweets_YogindraRawat,"Brahmastra is the Biggest Flop Movie in Bollywood!
https://t.co/oNJF7wWiX2

#KapilExposesKejriwal #Janaspandana #�?��??�??�?�?_�??�??�??_�?�??�??�??����?��??�?? #BJPBrashtotsava #realme9igiveaway #stufflistingsxrealme #BharatJodoYatra #WorldFirstAidDay #BoycottbollywoodForever #Brahmastra #KingCharlesIII https://t.co/duuxiOXrXH",brahmastra big flop movie bollywood,positive,
tweets_ZaceKart,"Zace products are awesome..
Majority of customers love our products..
Because these are eco-friendly, reusable, natural, sustainable, Affordable, etc.. 
#products #reusable #DhokhaRoundDCornerTrailer #KapilExposesKejriwal #�?��??�??�?�?_�??�??�??_�?�??�??�??����?��??�?? #Chinmayi #KingCharlesIII #zacekart https://t.co/NtcgKGzeCB",zace product awesome majority customer love product ecofriendly reusable natural sustainable affordable etc,positive,
tweets_AjayAb28489674,"Whom do you support between these two ?#KapilExposesKejriwal
                  Rt.                             Like https://t.co/SxBS11RG94",support two rt like,positive,
tweets_UmmazS,"YouTube Link ???�???�Check Out
https://t.co/3RVyERmLL2

#KapilExposesKejriwal Jesus https://t.co/mBWZ27tdcL",youtube link check jesus,positive,
tweets_MKR_IAS,"Hiring Sales Coordinator &amp; Service Engineer #BTech #EEEstudents #wfo Exp - 0-1 years
Email -hr_mkrgroup@outlook.com
#mkrias #BoxOffice #KingCharlesIII #DeepikaPadukone #�?��??�??�?�?_�??�??�??_�?�??�??�??����?��??�?? #Chinmayi
#SitaRamamOnPrime #KapilExposesKejriwal 
#T20WorldCup2022 #Hyderabad #offlinejob https://t.co/Trq2eZ6NZj",hire sale coordinator service engineer exp 01 year email hrmkrgroup,positive,
tweets_VenkaTweetesh,#KapilExposesKejriwal Gujarat model means country's most beautiful river front and Delhi model means country's most polluted river.......,gujarat model mean countrys beautiful river front delhi model mean countrys pollute river,positive,
tweets_Ayeshakhanam_,"#KapilExposesKejriwal
#Janaspandana
BRAHMASTRA ROARING WORLDWIDE
#�?��??�??�?�?_�??�??�??_�?�??�??�??����?��??�??
#Chinmayi
#realme9igiveaway
Jesus
OnlyIf CBI Performed InSSRCase https://t.co/MSXa3RPFR9",brahmastra roar worldwide jesus onlyif cbi perform inssrcase,positive,
